score,review,y
2,가격대비 가성비 매우별로.. 고기 조금 주고 야채 상태도 썩 좋진않음. 죽도 걍 밥말아서 오래 끓이는거.. 컵에 립스틱자국 그대로 남아있는거 봐선 위생도 의문.. 룸이 나눠져있고 직원들이 다 해주고 음악이나 분위기는 괜찮아서 걍 회사차원으로 접대하기엔 나쁘지않다. 근데 밥먹으러가긴 좀 그랭..,0
1,"가격은 비싼데.. 고기는 별로인 ,, 한마디로 비싼가격에 접대만 하는 곳.",0
1,별한개도 아깝다. 가성비 극악. 돈을 하수구에 버리는 기분입니다.,0
4,국수전골 굿 주차가능 독립공간 있음,1
1,이집은 비싸다! 맛은 그맛이다. 당신이 생각하는 그맛! 그 이상도 이하도 하니다.  가격대비 서비스도 별루다.  그냥 싫어하는 사람이 쏘는거면 가볼만하다(다신안볼수 있음ㅋㅋㅋㅋ)  댓글보면 가치가~ 진가가~ 뭐 이런말 있는대 ㅋㅋㅋ 웃기지도 않고요 ㅋㅋ  강남이 땅값이 비싸서 그래서 비싼거라면 저기 멀리 변두리로 가서 가격내리고 정말 오고싶은 사람만 받아서...,0
1,비쌈,0
5,리뷰보고 걱정했는데 전혀 흠잡을 곳 없는 식당이었습니다. 중요한날 모임 갖기에 딱좋아요,1
1,맛은 보통인데 가격이 너무 사악해요. 무엇보다... 먹고 다음날 모두 배앓이 했어요.ㅠㅠ 위생관리가 잘 되고 있는지 의문입니다. 술도 안 마셨고 자극적인 음식도 아니었는데요. 정말 실망했습니다.  (추가)그리고 밑에분 보니까 그 진가를 아는 사람이 비싼 돈 내고 먹는 거라고 다른 리뷰어 저격하는데 솔직히 여기 진가 언급할 수준 안됩니다.ㅎㅎ 비슷한 가격대의...,0
5,무우채 만들 때 고추가루를 뿌리는게 아니라 고추물을 내서 간을 하는 등 하나하나 디테일이 훌륭. 찐땅콩도 여기에서만 먹을수 있는 맛. 그 가치를 아는 사람은 비싼돈 내고 먹고 그런거 신경 안쓰는 사람은 가격이 사악하다고 하며 강남역 근처에 미국소고기 쓰며 값싸고 푸짐한 음식점 가면 됨,1
1,"이곳은 일본인,중국인전용식당인가봅니다(가격,맛) 내국인들은 회식으로도 가면 안되는곳인듯",0
3,아주 어릴때 부터 부모님하고 많이 갔다.지짜 비싸도 너무 오리 속도 안촉촉해 다 말라삐틀어졋는데 너무 비싸! ,0
1,가격은 40만원이나 나왔는데 서비스도 후지고 맛고 없고 고기는 냉동육인지 무슨 맛인지 모르겠고   절대 가지마세요 지배인하고 얘기하려해도 사람도 없넹 ,0
1,가성비 최악.바가지임. 내돈내고 못가는집. 누가 한국 최고비싼 곱창천골 접대한다고 가오잡으러 가는집.  ,0
4,,1
4,,1
5,50년 전통의 징기스칸 요리 명가. 대한민국 최초의 징기스칸 요리 전문점으로 터무니없이 비싼 가격에도 불구하고 한 시대를 풍미했던 징기스칸과 오리구이의 맛은 잊을 수가 없다.,1
2,,0
4,,1
3,비싸요....오리보다 더 맛있는 국수전골은 먹어볼만....,0
5,,1
5,,1
5,,1
2,가성비 별로 모찌리도후 실망이어요ㅠㅠ,0
4,안주나 술은 가성비가 좋은편은 아니지만 강남 물가 생각하면... 여기의 최고장점은 룸을 예약할수 있어서 조용히 술먹기엔 짱인거같아요 ㅎㅎㅎ,1
3,룸이 넓고 쾌적!,0
4,"룸이 있어 조용하게 한잔하기 좋다  잔사케 8,",1
5,트러플리조또 강추,1
4,고급스럽고 맛있다,1
1,분위기 내려고 갔다가 와 서빙하는 남자분 손에서 쩌는 담배냄새에 진짜 입맛 뚝 떨어지고.. 코로나때문인지 평일 저녁이어서인지 일하시는 분이 몇 분 안되서 저희 테이블 서빙하시는 분은 같은 분이 오셨는데.. 하 진짜 담배냄새 개쩔어서 기본이 안되어있는 음식점 태도에 별 한개도 아깝습니다.,0
4,당근케이크와 청포도 에이드가 맛있습니다 한 3-4시쯤 가면 한적하고 좋아요,1
3,"전체적으로 분위기 좋고 예쁜데 음식이 개인적으로 별로입니다  기분내러 가는거라 가격이 비싼 건 괜찮은데 그에 비해 브런치가 서브웨이느낌이였어요(서브웨이 더 맛있고 내용물이 푸짐해요 17000원주고 안 사먹죠)   감튀는 양늘리기,샐러드 아는 맛,빵은 맛은 있고 연어가 아주 적음,커피는 좋았어요~!  한끼식사 10만원 넘어도 안 아까운 사람인데 만족도가 보통...",0
5,,1
1,최악. 분위기 내러 갔다가 맛 없어서 한 번 놀라고 분위기 꽝에 두 번 놀라고 위생상태에 여러 번 놀라고 갑니다. 돈줘도 안먹을 맛.,0
5,분위기도 너무 좋고 음식도 너무 맛있어요! 미리 예약 하고 가서 창가쪽으로 자리 받았어요ㅎㅎ 근데 가격에 비해 양이나 맛은 5점 까진 아닌거 같아요ㅠㅠㅠㅠㅠ,1
4,,1
1,식전빵과 물티슈는 랜덤인가봐요 우리 테이블만 안줌,0
5,좋아요,1
2,크레페 피자...저세상 흐물흐물 맥아리없는 맛. ,0
1,,0
1,주변에 보니 다 소개팅하러 옴.  음식 안가리는 편인데 여기 음식 정말 맛이 없어요.. 다들 남기는 이유를 알겠음 ,0
3,"가야는이유 : 날씨 좋은날 가면 기분 좋은 테라스 안가는이유 : 소개팅이 대부분  빠에파스타 : 얼큰함 국물 토마토파스타, 자꾸 손은 가지만 사실 맛은 쏘쏘 주택팬케이크브런치 : 푹신한 팬케이크에 우유맛이 많이 나는 생크림이 인상적",0
1,"먹물리조또, 고르곤졸라피자 맛없어요... 저 피자 매니아인데 이런 피자처음봤어요 도우는 빈대떡같고는 식감은 반죽같고 맛은 너무 이상해서 먹다뱉었어요;; 다른메뉴는 어떨지모르겠는데 가성비별로....",0
3,,0
1,"모든 식사가 2만원 내외인데 서가앤쿡보다 못한 맛 가격이 쎄서 기본은 하겠지 생각했는데 오산이었음.. 특히 연어리조또ㅋㅋㅋ 19000원에다가 메뉴판에 ""신선한 연어""라고 되어있길래 설마 냉동포장연어겠어했는데 설마가 사람잡았다....",0
3,따뜻한 분위기. 메뉴에 따라 쉐프의 실력차가 심한 것 같음. ,0
5,"지나가며 가보고 싶던 곳, 더워서 건물안으로~ 건물안도 예쁘고 분위기 좋다! 뽀모도로랑 크림버섯리조또. 런치메뉴엔 음료가 나온다, 메뉴는 만원중후반대- 가격도 있고 양은 적다;; 근데 직원분들 친절하고 버섯리조또 향이 넘 좋고 꽤 맛있다!! 담에 선선해지면 테라스에 티라미수 먹으러 또 가봐야지 :-)  - 닭다리스테이크라이스 16, 티라미수 8, 좀 비싸다...",1
3,예쁘고 조용하고 분위기 좋은 편. 티라미수가 그렇게 맛있는 건가? 잘 모르겠다. 칵테일잔 같은 데 담아서 커피 젖은 시트보다 크림만 많이 먹게 되는 느낌. 밀크티는 진하지 않은데 달기는 되게 달다.,0
2,가격대비 별로.. 재료는 좋으나 쉐프실력이 아마추어 느낌? 또 가고싶다는 생각은 안들었어요 ㅜ,0
1,,0
4,"분위기가 좋다. 사람도 의외로 없는편 같고? 좋다. 파스타를 맛보고 싶었지만 밥먹고가서...차만 마시고 왔다.  생강차,아아 12/2",1
5,분위기. 테라스. 맛.  소개팅을 엄청 많이 하더라ㅋㅋㅋㅋ 음식 다 맛있다  특히 수제 티라미수 ,1
5,맛있구 직원분들이 너무너무 친절하셔요~~!! ,1
4," 칵테일 맛있는데 음식이 그닥이에요ㅠㅠ 꼭 2차나 3차로 방문 할 것,,그리고 남직원 한두명이 엄청 친절해요 ",1
5,너무너무 친절하세용… 금요일 밤이라 사람 진짜 많았는데도 다 좋으셨구 페퍼로니 피자 쫀맛 ,1
4,별로인곳 가는거 싫어해서 항상 검색해보고 다니는데 노을이 너무 예뻐서 지나가다가 루프탑바가 있는거 보고 우연히 들어갔는데 뷰가 너무 좋았습니다 메뉴도 직원추천받아 시킨건데 생각보다 맛있어서  분위기 좋은 하루 되었네요 직원분들도 너무 친절하세요!,1
5,,1
3,직원들 미소가 좀 필요해요 ㅋㅋㅋㅋ,0
1,감바스 진짜 맛이없어요 메뉴에서 빼야할 것 같아요... 다 짜요 너무짜요..,0
5,진짜 최고 우연히 방문했는데 음식도 깔끔하고 다 좋았습니다,1
5,,1
5,피자 너무 맛있고 서비스 너무 좋습니다 ㅎ 또 오겠습니다,1
2,"위치, 경치, 분위기는 다 좋고 직원분들도 훈훈하고 친절함. 근데 음식은 아님. 해동한 냉동피자, 이코노미 기내식 수준의 파스타, 초라한 감튀.  분위기를 안주삼아 와인한병, 칵테일 한잔은 무난한 곳.",0
5,서비스 넘 좋고 뷰도 예뻐요 3월에 갔는데 야외로 가서 추웠지만 핫팩도 주시고 담요도 주셔서 잘 있다 왔습니다,1
5,꼭대기층에 있어서 루프탑 뷰 진짜 예뻐요ㅠㅠㅜㅜ 밤에 가면 강남 야경도 볼 수 있고 강남에서 뷰 제일 예뻐요!!! 칵테일도 다양하고 맛있고 너무 예쁘게 나와서 사진 찍는거 좋아하시는분 꼭 가세요...!! 칵테일바라 음식은 별로 기대 안하고 갔는데 진짜 웬만한 레스토랑 뺨쳐요 특히 불고기크림파스타 꼭 드세요 밥먹으러 가고싶을정도에요ㅠㅠ,1
5,뷰가 너무이뻐요 또 방문하고싶어요 나만알고싶은곳... 또올게요 잘먹고갑니다 친절해서 너무좋아요!,1
5,"소개팅때문에 방문했었어요, 뷰도 너무 좋고 칵테일, 음식 다 너무 만족했습니다. 특히 칵테일 잘해요  분위기 너무 좋았구요 재방문 의사 강하게 있습니다.  무엇보다 강남 한복판에서 이런 분위기를 즐길 수 있다는건 너무 특별한거 같아요",1
5,사장님이 맛있고 야경은 친절하고 칵테일은 멋져요,1
5,직원분들도 완전 친절하시고 음식도 너무 맛있어요 분위기 최고 사진도 잘나와요:),1
5,음식도 맛있고 특히 칵테일 맛도 최고인데  먹기아까울만큼 예쁘게 생겼어요 ㅠㅠ   분위기 너무 최고고 특히 직원분들도 다 예쁘고 잘생기고 너무 친절하세여 !!! 신논현주변에 분위기칵테일 맛집 찾은거 같아 좋네요! 자주 놀러갈게요~~!!! ♥️,1
5,뷰 맛집에 직원 분들두 넘 훈훈하셔서 신기합니다!!!! 음식두 넘 맛있구 칵테일이랑 브런치 시간대의 카페 음료도 넘 맛있어요 최고❤️❤️,1
5,존맛.존멋.존잘,1
5,분위기 깡패에 칵테일이 예쁘고 맛있는 곳!!  술맛만 좋으면 말도 안하는데 음식도 대존맛이에요ㅠ 그래서 굳이 술 안먹고 밥 먹으러 가는 펍이에요  잠발라야랑 피자 안먹으면 바보되는 곳ㅋㅋㅋ 진짜 맛있어요ㅋㅋㅋㅋఇ   직원분들도 진짜 친절하게 서비스 해주셔서 항상 갈 때마다 기분좋았어요.  마음 편하게 가서 맛있고 예쁜 술+맛있는 밥으로 텐션 지붕 뚫어버리고...,1
5,분위기도좋고 칵테일도 이쁘고 맛있어영!ㅎㅎ(양많은편) 직원분들이 다 훈훈하고 친절해서 갈때 마다 만족스럽습니다 안주도 시키는거 마다 맛있어서 강남갈때는 꼭 생각나는거 같아여~  썸녀 데려가면 여친될듯ㅎㅎ 꽃잎 띄워진 칵테일 꼭 맥이세여 개 존맛탱,1
5,너무 좋아요 대만족 !!!!!!!,1
5,갈때마다 직원분들 사장님 다 너무 친절하셔서 음식 먹기 전부터 기분 좋아지는 곳이예요 ! 뷰도 너무 좋고 음식도 맛있고 칵테일들도 너무 이쁘구 맛있어요 !,1
5,"칵테일 다른곳에서 드신분들은  단골이 될수밖에 없어요 ㅜㅜ 맛부터 비쥬얼까지,. 중요한 분들 뵐때는 꼭 여기서 만나게 되요!!! 진짜 두번백번 추천해용~^^♡",1
5,짱!!ㅎㅎ,1
4,,1
5,친절 자리널찍,1
5,냐미,1
4,적당히 여유 즐기기 좋았음,1
1,폴바셋 라떼 아닌 듯. 진짜 별로,0
5,,1
5,엄청 친절하시네요... 포장만 가능하니까 좀 여유로워사 그런가... 맛도 좋았어요!!,1
1,폴바셋 라떼 좋아하는데 여태까지 먹었던 폴바셋 라떼 중 맛이 가장 아쉽네요,0
2,굳이 주문 들어온 라떼를 두고 케이크 정리만 엄청 열심히하네요. 주문확인도 안하고 밍기적 거리면서 답답해서 짜증이나요.,0
3,레몬맥주 ㅋ,0
2,아이스크림 맛잇대서 먹으러왓는데 전 백미당 우유아이스크림이 더 맛잇어여~ 곧 백미당 오픈한다는데 빨리 오픈햇으면...,0
5,친절하고 콜키지 프리고 안주 다 맛났어요~~,1
4,프라이빗 룸 조용한 분위기 참 좋습니당,1
3,,0
5,개별룸이라 좋고 음식 저는 맛있고 신선해서 좋던데요?? 생일날 여기 가려구요~ 번창하세요!,1
5,강남에 이런 곳이 있다니  룸이 있어서 코로나 생각도 덜할 수 있고 콜키지프리네요 분위기도 조명도 좋습니다.  몰라서 그냥 갔는데 다음엔 와인 챙겨가려고요. 잘 먹었습니다.,1
4,,1
1,시끄럽고 음식 별로. 쓸데없이 너무 비싸요. 직원들도 그닥..,0
5,진짜 최고,1
2,구냥 그래욧,0
4,고기가 너무 맛있어요,1
1,직원이 엄청 불친절함. 이른시간인데도 락교도 떨어졌다고 안 갖다줌. 분위기 시끄럽고 음식도 그닥...리뷰는 알바 썼나...,0
5,최고에요! 사장님 인심 좋구요. 술마시기 딱 좋습니다.,1
3,,0
4,와인 콜키지와 분위기 좋아요,1
5,,1
4,"평일 다섯시쯤 갔는데 널널하니 좋았어요! 주문을 키오스크 한대로 해서 기다리시는 분 있으면 급하게 골라야 할 것 같은 느낌,, 미리 메뉴 보고 가시면 좋을 것 같아용! 기대 안했더니 저는 사실 쫀맛쫀맛 하면서 먹었슴당 히히,, 크로아상이랑 샐러드가 진짜 취향저격,, 로제랑 매콤한 리조또랑 궁합이 잘 맞았어욤 ෆ",1
5,웨이팅 공간도 괜찮고 응대도 친절하구 음식도 맛있음 ㅎ,1
4,,1
2,"<2021년 2월 평일 저녁 방문> Upside: 알차보이는 구성, 별 결함 없는 파스타 Downside: 다닥다닥 붙은 자리, 별 특색 없는 파스타",0
5,우연히 들른 집인데 넘 맛있었어요 ㅠ 가격도 저렴하고 특히 토마토 파스타??? 넘 맛났어요,1
3,,0
4,,1
5,맛있는데 왜 후기가 안좋은지 모르겠네용.... 명란 알리오 맛있어요!!!!! 직원분도 친절 하세요.ㅎㅎ,1
5,,1
5,대표메뉴 세가지 먹어봤는데 다 만족했습니다 가격도  저렴하고 즐거운 식사였습니다,1
1,매번 평점을 보던 나는 왜 허기를 믿었던가...,0
3,일본느낌 충만 샐러드는 너무 달아서 안 먹음. 드레싱 바꿔주세요,0
1,식사 전부터 직원분들이 불친절해서 기분이 별로 였어요.. 맛있긴 했으나 직원분들 땜에 다시 안 갈듯요,0
1,"2020.07.22 방문  친절한 하시긴 하나, 음식은 0점을 드리고 싶네요. 공짜로 준다해도 먹고 싶지 않을 것 같아요.   평 보지말고 끌리는 곳으로 가보자 해서 간 곳이었는데 아 ........ 다 남겼네요. 앞으론 평 잘 보고 다녀야겠어요. ",0
2,"학교앞에 있던 파스타 집이어서, 반가운 마음에 갔는데, 먹고 저랑 친구 둘다 설사하고 배아파서 고생했습니다. 치즈가 이상한거였는지 모르겠지만ㅠ 맛은 하나는 넘 맵고, 하나는 느끼했어요ㅠ",0
2,"맛은 그냥 그래요 너무 기대하고 먹어서 그런지 모르겠지만, 직원이 불친절해서 식사전부터 불쾌했어요. 다시강남점을 갈 일은 없을듯",0
2,음식양과 퀄리티 생각하면 싼가격은 절대아님 ,0
5,가성비 좋아여! 추천추천! 익선동에서 이만원주고먹은 파스타보다 훨훨맛있음ㅎ,1
2,주문하고 테이블앉아서만 30분 기다려서 먹었는데 명란까르보나라 리조또는 먹느라 힘들었네요 밍밍해서... 까르보나라 스파게티도 무슨맛인지 ㅜㅜ 친구들도 다 똑같이 얘기했어요. 그나마 로제파스타가 젤 낫다고.. 로제는 시판소스도 있으니 맛없는게 이상하겠죠 ㅠㅠ 그리고 리조또는 1500원 추가해서 양도 늘린건데 다른 메뉴랑 양이 비슷해서 추가가 맞나 의심스러웠어...,0
2,고에몽의 압승  전체적으로 소스가 묽은 편인 듯 셀프라고는 하나  아쉬움,0
3,일식+양식 퓨전 파스타랑 리조또 맛봄 모든게 셀프라 좀 번거로워도 맛은 괜찮다ㅎㅎ,0
5,솔직히 진짜 등심 너무 맛있음....비싸도 또오고 싶은 생각이든다...직원들도 친절하다,1
1,직원들이 참 불친절합니다. 기본적인 교육을 받아야할것 같아요 비싼고기먹으면서 기분이 참 안좋았습니다.,0
1,전화로 라스트 오더 몇시인지 문의하니 9시 30분까지 오면 가능하다고 해서 멀리서 찾아갔습니다. 9시 20분 도착했어요. 들어갈려고하는데 남자 두명이서 퇴근해야하는데 왜왔냐? 이런 느낌이였습니다. 서로 눈빛 교환 하는게보이더군요 들어가니 딱짤라서 영업 끝났어요 그것도 ㅈㄴ싸가지없게.. 하... 혹시나해서 통화로물어보고 멀리서 찾아갔는데.. 장난하니?  진짜...,0
5,콜키지도 없고 서비스도 무난하고 나무랄게없음 두고간 물건있었는데 깨끗하게 닦아서 잘보관해주시고 이만하면 만족 ,1
5,,1
5,친절 굳,1
5,"아주 좋아해요~~! People here teach you how to play and are very patient to answer all the questions you could have. (Even if your Korean is not as good ) The space is clean, the snacks are really nice and t...",1
5,우왕 재밌다아앙,1
5,크로플맛있어요,1
5,남자친구랑 종종 놀러오는데~ 설명도 재밌게 잘해주시고 넘넘 재밌게 놀다감 ㅋ.ㅋ,1
5,설명을 엄청 친절하게 잘 해주셔서 좋았어용 덕분에 재밌게 놀았네요,1
5,"여러보드게임이 있고, 모르는 게임은 설명 잘 해주십니다",1
5,자주 갔어요! 좋아요,1
5,,1
5,평점이안좋아 걱정했는데 아이들이랑 함께 갔는데 굉장히 친절히 잘 설명해 주셔서 재밌게 놀다 왔습니다^^  재방문의사 무조건이에요 ㅎㅎ,1
5,게임많고 설명잘해주심,1
5,알바생들이 잼나더랑 ㅎ-ㅎ,1
1,지금껏 갔던 보드게임카페 중에 최악이었음 ㅠㅋㅋㅋ 노란머리에 앞머리없는 여자 알바있는데 진짜 왕싸가징ㅠㅠ 처음해보는 게임이라 설명이 필요했는데 귀찮은듯이 카드 던지고 말 엄청 빨리하면서 설명 진짜 대충대충해줌 게임 고를때마다 아 이건 여럿이서 해야 재밌는거라;; 하고 꼽주고 기분나빴음ㅎ 결국 나중에 다른 알바한테 그 게임 갖다달라해서 했는데 존잼이었음 재미...,0
1,노란머리 여자알바생 완전 싸가지없음 ㅡㅡ  뭔 게임갖다달라하면 재미없다고 딴거하라그러고 설명해달라하면 카드 막 던지고 칩 던짐ㅋㅋ (진짜로 던짐)  한번이면 실수라하겠는데 진짜 걍 귀찮다는듯이 던지면서 설명해줌 그래서 그 알바생이 우리 자리 안오게끔 눈치보면서 벨누르고 다른알바생이 왔을때 못하게했던 게임 달라해서 해봤는데 재밌었음 ㅜ 자기 기준으로 재미없다...,0
1,여자알바생 ○○○ 싸가지없음ㅋㅋ 어제 (1.12  2:40pm)에 갔었음. 카탄 게임설명하는데 각자 색깔 하나씩 선택하라해서(진심 ○○○ 귀찮은듯 건성으로 말하길래)  못알아들었더니 게임하기 싫으세요? 이○○○ㅋㅋ 한대 후려칠뻔ㅋㅋ ,0
4,주말에 갔었는데 제가 갔을때는 남자 직원분들 되게 많았는데 설명도 잘해주시고 괜찮았어요 게임 종류도 많고 제가 이때까지 갔던 보드게임카페 중에 완전 고퀄이었어요 음료도 맛있었고요 대신 주말에는 시간제밖에 안 되요ㅜ 다음에 이 근처 가게되면 또 갈거 같아요 점심 지나서 가시면 사람들도 엄청 많아요,1
1,절대 가지마세요~ 남자 알바생 노사람이요 ~  보드게임 알바가 보드게임 설명하라고 있는거 아닌가요? ㅋㅋ 일을 하기 싫으면 하지마세요.  보드게임 골랐는데 이거 어려운데 하실거냐고 계속 되묻고 ㅋㅋ 한다는데 설명하면서 한숨 푹푹쉽니다  보드게임이 어려운게 아니라 자기가 설명하기 어려워서 그따구로 하는듯요 ㅎㅎ 절대 가지마세요.,0
1,"남알바생최악임 데블다이스 한두번 가본것도 아닌데, 주말에는 바빠서 게임 설명 못해준다 함. 양해를 구하는 것도 아니고 안된다고 불친절하게 말함.  보드게임카페에서 게임설명을 안해주면 어떻게 이용하냐고 하니까 그제서야 바빠서 왔다갔다 설명만 가능하다고 함.  카드 툭툭 내던지다가 갑자기 다른데로 이동함. 또 한참 있다가 다시 오더니 또 던져댐. 또 다른데 감...",0
4,,1
1,불친절 0점이 없네 카카오맵에 감사하시오,0
1,직원중에 이상은이라는분 정말 표정과 행동 말투 모두 최악입니다 명찰달고 일하는 이유가 내이름을 걸고 그만큼의 서비스를 하겠다. 그런 마인드 아닌가요. 주문받을 때 저희 친구가 음료를 결정장애로 서두르게 고르지 못한점 때문이신지 한 2분 ? 머뭇거렸다고 표정이 싹 바뀌시나요 뭐 빨리 골라봤자 결국 본인의 결제실수 때문에 시간이 오래걸렸네요  음료 주러올때 그...,0
1,게임 설명할때 말 참 예쁘게 하시더라구요 ^^; 손님한테 설명할때 눈 쳐다보고 에기하려는거까지는 좋았는데 태도도 그렇고 말투가 왜그렇게 껄렁한지. 교육이 그닥 안되어있어요~,0
1,직원분들 처음부터 보드게임 설명해주실 때 카드 계속 던지시고... 뭐 물어보면 고개만 끄덕이시고 게임 가져다달라고 하니까 대답도 없이 한숨쉬고 던지듯이 가져다주시고 진짜 기분 나빴고요~ 한분만 그런게 아니라 다 그렇게 기분나쁘게 대해주셔서 대체 직원을 뽑는 기준이 뭔지 궁금할 정도였습니다 ^.^ 온게 후회될정도로 최악이었어요 절대 다시 안가려구여 ㅎㅎ,0
5,내부 깔끔 게임설명 깔끔 게임 수 많음 재방문 의사 있음,1
5,닭한마리 진짜진짜 맛있게 먹었어요 백종원이 하는 식당같음데.. 반찬? 으로 나오는 야채 양념이 진짜 맛있어요 또먹으러갈거에요 별점이 너무 낮아서... 말도안됨 ㅜㅜ 종업원분들도 친절하심,1
5,ㅇㅅㅇ,1
3,,0
3,"맛이 없다기 보다, 닭볶음탕은 저랑 잘 안맞네요~ 재방문한다면 닭한마리로 도전",0
2,처음에는 맛있었는데 맛이 바뀐듯하다 매우매우 아쉽다 맛집이라고 소개시켜줬는데 미안했다,0
5,"셋이서 닭한마리, 공기밥 1개, 칼국수사리 1개 추가해서먹었는데 배터져서 남겼어요!! 맛도 좋고 직원분도 넘 친절하시네요~ 단일메뉴도 맛있는거 많아보여서 앞으로 종종 갈 생각이에요 ㅎㅎ",1
1,2번은 갈 집이 아님....,0
5,점심메뉴 개꿀맛 혜자가격,1
5,평점 왜이런지.. 국물도 걸쭉하고 고기에 양념도 잘 배여서 좋고 그냥먹긴 조금 짜다 생각할수도있지만 밥말아먹으면 졸라게 맛있던데 최근들어 너무 먹고싶어 갈때마다 재료소진에 브레이크타임 ㅡㅡ 설탕물은 모르겠네 맛이바꼇나... 무튼 내입맛엔 최고였다... 신사에 목포집보다...,1
2,생각하는 닭도리탕 맛이 아님. 감자도 맛이없고..,0
1,맛없음,0
5,난 맛잇던데.. 평점 왜이러징,1
1,눈화장한 조선족 여자직원분 완전 불친절함  계산대에서 핸드폰하다가 손님오니 짜증났는지 짜증 부리고  마치 자기가게인냥 하대하는 태도  긍정적인 마인드로 본인이 기분나쁘고 싶다면 가기추천하는곳 아참 여기도 대표님이 계량 중요시하던데 맵기가 들쭉 날쯕 맛도 그러네요 ㅋㅋㅋㅋ,0
3,쌘맛을 좋아해서 그런지 입맛이 맞았음. 직원 서비스는 좋게 말하면 쿨. 나쁘게 말하면 최악.,0
3,"닭볶음탕 먹었는데 기본맛이 좀 짜고 매콤함. 만약에 맵거나 짠 걸 안즐긴다면 뭔가 희석할만한 걸 같이 먹어야 합니다.  추운 날 가서 그런가 줄서서 먹었는데 글쎄, ...",0
3,점심메뉴 가성비 갑! 점심시간 피크때는 무조건 줄 서야. 보통 닭도리탕과는 다르게 화자오가 들어가서 제법 맵싸하고 특색있다고 본다. 내용물도 감자 당면 등등 나름 알참.   부대찌개도 평타... 나쁘지는 않다. 역시 가격대가 장점 (부대찌개를 거의 사먹지 않아서 딱히 평가할 말이 없음ㅜㅠ),0
1,너무 불친절 ...직원 서비스가 최악. 싸우자는건가 싶을정도 . 음식도 너무너무 짰고 먹는내내 기분이 안좋았음,0
1,지극히 평범한 백종원식 양념,0
3,성성 부대찌개,0
5,,1
1,많이 아쉬워여,0
1,"사장,직원 모두 싸가지가 없음 눈치주길래 불편하게 먹고 나왔다 육회는 가격대비 양이 너무 적고 치킨 역시 양이 적고 너무 짜다. 두 번은 안 갈 듯.",0
1,,0
5,넘 친절하십니다,1
2,음식맛은 좋은데 민증맡긴거 다음날 찾으러 갔더니 잃어버리셨대요..... 맛있어서 단골 될뻔했는데 신뢰를 잃었네요; 술먹기전에 민증 맡기라고 하고 음식점에서 분실하는 경우는 처음이에요,0
5,"맛 , 가성비 , 서비스 너무 좋았습니다. 최고입니다.",1
5,가성비 짱 진짜 맛이있어요 개인적으로 만족했습니다.,1
5,너무 맛있고 알바생분들이 잘생기고 친절해요  여기 맛집 강추!,1
5,여기 레알 육회맛집~~!!!!! 입에서 살살녹아요ㅠㅠ 제발 가세요..!!!,1
5,여기 다 맛있음 한우라 말이 필요없음.육사시미 입에 들어가면 없어짐 다음엔 치킨 죠지러갑니다,1
5,나 여기좋더라 일단 냉동이 아니라서 조코 강남에서 이 가격이 한우라는게 놀라움,1
5,좋아요 :),1
5,뭐 여기는 말이 필요없는 곳.. 일단 안주가 진짜 맛있다  벌써6~7년 된거 같은데 좁아터지고 안주 부실한 헌팅 술집 가느니 여기 야외 테이블에 앉아서 지나가는 여자한테 번호 물어보는게 빠를듯 ㅋㅋㅋ 수원왕갈비 치킨도 나왔는데 이게 진짜 혜자임 위층에 생긴 이자카야 가면 할인도 해준다 하니 개이득  2차 미리 예약 해놓고 여기서 배채우고 가면 딱 맞을듯 하...,1
4,,1
5,말이 필요없습니다...,1
4,신흥 사파가 이정도면 싶다가도 가격 생각하면 너무 비싼가 싶다가도 강남역 땅값 생각하면..담에 산나물 골동면 먹어봐야지. ..,1
4,음식은 깔끔하고 정갈하게 나옴. 평양냉면 좋아하는 사람에겐 맛있을수도 있으나 내 입맛엔 밍미왜서 그냥 그랬음. 가격대가 좀 있어서 평양냉면의 맛을 즐기는 사람만 가길 추천!,1
5,엄청나게 친절하고 정갈 깨끗 맛있음  친구들이랑 모임하기 좋습니드  그릇 너무 이뻐서 어디서 사셧는지 물어보려다 까먹었네요. ,1
5,평양냉면- 서관면옥과 똑같은 국물 맛(같은 회사?라고 들었습니다) 일반적인 정도보다 살짝 얇은 느낌+부서지는 식감의 면. 맛있습니다  나물 비빔면- 어메이징. 골동냉면이랑 비슷한데 나물 양념 맛이 조금 더 나요 개인적으로 서관면옥보다 이 쪽이 더 맛있음  다만 디저트로 주는 약밥과 오렌지가 너무 말라있다. 이럴거면 왜 주나 싶은 느낌  참고) 냉면 가격은 ...,1
4,"가야는이유 : 서관면옥의 세컨브랜으로 상당부분 유사하고 한우와 울릉도 식재료의 차별성 안가는이유 : 기본 가격은 조금 있는  비빔회냉면 : 서관면옥처럼 메밀면 고소한식감 다시마식초는 매력적, 해산물 고기 등 식재료는 크기도 작고 양도 적어 아쉬운 솥밥 : 기본 솥밥보다 깔끔한 육개장이 더 만족스러웠던, 튀김을 비롯한 곁들임찬은 아쉬운  구이 이용 시 미리 ...",1
5,사장님이 해주시는 음식에 관한 설명 덕분에 입과 귀 모두 즐거웠습니다. ,1
5,,1
5,분위기가 좋아요 점심메뉴 맛나요 ,1
5,,1
